Date,Action,Symbol,Description,Quantity,Price,fees_and_comm,Amount,
2/8/21,Sell to Open,TWTR 02/19/2021 58.00 C,CALL TWITTER INC $58 EXP 02/19/21,1,3.8,0.66,379.34,
2/8/21,Buy to Close,TWTR 02/12/2021 55.50 C,CALL TWITTER INC $55.5 EXP 02/12/21,1,4.68,0.65,-468.65,
2/8/21,Sell to Open,SFIX 02/12/2021 85.00 C,CALL STITCH FIX INC $85 EXP 02/12/21,1,1.95,0.65,194.35,
2/8/21,Sell to Open,ABT 02/12/2021 125.00 C,CALL ABBOTT LABORATORIES$125 EXP 02/12/21,1,1,0.65,99.35,
2/8/21,Buy to Close,ABT 02/12/2021 122.00 C,CALL ABBOTT LABORATORIES$122 EXP 02/12/21,1,2.95,0.65,-295.65,
2/8/21,Sell to Open,ABT 02/12/2021 125.00 C,CALL ABBOTT LABORATORIES$125 EXP 02/12/21,1,1,0.65,99.35,
2/8/21,Buy to Close,ABT 02/12/2021 122.00 C,CALL ABBOTT LABORATORIES$122 EXP 02/12/21,1,2.95,0.65,-295.65,
2/8/21,Buy to Close,PYPL 03/12/2021 260.00 C,CALL PAYPAL HOLDINGS INC$260 EXP 03/12/21,1,26.15,0.65,-2615.65,
2/8/21,Sell to Open,PYPL 03/19/2021 290.00 C,CALL PAYPAL HOLDINGS INC$290 EXP 03/19/21,1,10.6,0.67,1059.33,
2/8/21,Sell to Open,RH 02/19/2021 510.00 C,CALL RH $510 EXP 02/19/21,1,12.57,0.68,1256.32,
2/8/21,Buy to Close,RH 02/12/2021 492.50 C,CALL RH $492.5 EXP 02/12/21,1,15.76,0.65,-1576.65,
2/8/21,Sell to Open,SQ 02/26/2021 260.00 C,CALL SQUARE INC $260 EXP 02/26/21,1,15.33,0.68,1532.32,
2/8/21,Buy to Close,SQ 02/19/2021 240.00 C,CALL SQUARE INC $240 EXP 02/19/21,1,21.54,0.65,-2154.65,
02/08/2021 as of 02/05/2021,Expired,SFIX 02/05/2021 85.00 C,CALL STITCH FIX INC $85 EXP 02/05/21,2,,,,
02/08/2021 as of 02/05/2021,Expired,PTON 02/05/2021 155.00 C,CALL PELOTON INTERACTIVE$155 EXP 02/05/21,3,,,,
02/08/2021 as of 02/05/2021,Expired,ETSY 02/05/2021 200.00 P,PUT ETSY INC $200 EXP 02/05/21,1,,,,
2/5/21,Sell to Open,ETSY 02/12/2021 232.50 C,CALL ETSY INC $232.5 EXP 02/12/21,1,6.89,0.67,688.33,
2/5/21,Buy to Close,ETSY 02/12/2021 225.00 C,CALL ETSY INC $225 EXP 02/12/21,1,11.16,0.65,-1116.65,
2/5/21,Buy to Close,PTON 02/05/2021 150.00 P,PUT PELOTON INTERACTIVE $150 EXP 02/05/21,3,5.32,1.99,-1597.99,
2/5/21,Sell to Open,PTON 02/12/2021 150.00 P,PUT PELOTON INTERACTIVE $150 EXP 02/12/21,3,8.22,2.04,2463.96,
2/5/21,Buy to Close,SDC 02/05/2021 15.50 C,CALL SMILEDIRECTCLUB INC$15.5 EXP 02/05/21,2,0.02,0.03,-4.03,
2/5/21,Sell to Open,SDC 02/12/2021 13.00 C,CALL SMILEDIRECTCLUB INC$13 EXP 02/12/21,2,0.43,1.33,84.67,
2/5/21,Buy to Close,SDC 02/05/2021 15.50 C,CALL SMILEDIRECTCLUB INC$15.5 EXP 02/05/21,3,0.02,0.04,-6.04,
2/5/21,Sell to Open,SDC 02/12/2021 13.00 C,CALL SMILEDIRECTCLUB INC$13 EXP 02/12/21,3,0.43,1.99,127.01,
2/5/21,Sell to Open,NIO 02/26/2021 60.00 P,PUT N I O INC $60 EXP 02/26/21,1,6.38,0.66,637.34,
2/5/21,Buy to Close,NIO 02/26/2021 57.50 P,PUT N I O INC $57.5 EXP 02/26/21,1,4.8,0.65,-480.65,
2/5/21,Sell to Open,NIO 03/05/2021 60.00 C,CALL N I O INC $60 EXP 03/05/21,8,4.1,5.36,3274.64,
2/5/21,Buy to Close,NIO 02/05/2021 57.00 C,CALL N I O INC $57 EXP 02/05/21,8,0.19,5.29,-157.29,
2/4/21,Sell to Open,ABT 02/12/2021 122.00 C,CALL ABBOTT LABORATORIES$122 EXP 02/12/21,1,0.61,0.65,60.35,
2/4/21,Buy to Close,ABT 02/05/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 02/05/21,1,0.52,0.65,-52.65,
2/4/21,Sell to Open,ABT 02/12/2021 122.00 C,CALL ABBOTT LABORATORIES$122 EXP 02/12/21,1,0.61,0.65,60.35,
2/4/21,Buy to Close,ABT 02/05/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 02/05/21,1,0.52,0.65,-52.65,
2/4/21,Sell to Open,TWTR 02/12/2021 55.50 C,CALL TWITTER INC $55.5 EXP 02/12/21,3,3.59,2.01,1074.99,
2/4/21,Buy to Close,TWTR 02/05/2021 50.00 C,CALL TWITTER INC $50 EXP 02/05/21,3,5.49,1.99,-1648.99,
2/4/21,Sell to Open,RH 02/12/2021 492.50 C,CALL RH $492.5 EXP 02/12/21,1,9.05,0.67,904.33,
2/4/21,Buy to Open,RH 08/20/2021 480.00 C,CALL RH $480 EXP 08/20/21,1,79.95,0.65,-7995.65,
2/4/21,Sell to Open,SQ 02/19/2021 240.00 C,CALL SQUARE INC $240 EXP 02/19/21,1,8.17,0.67,816.33,
2/4/21,Buy to Close,SQ 02/12/2021 235.00 C,CALL SQUARE INC $235 EXP 02/12/21,1,8,0.65,-800.65,
2/4/21,Sell to Open,PYPL 03/12/2021 260.00 C,CALL PAYPAL HOLDINGS INC$260 EXP 03/12/21,1,15.48,0.68,1547.32,
2/4/21,Buy to Close,PYPL 03/05/2021 240.00 C,CALL PAYPAL HOLDINGS INC$240 EXP 03/05/21,1,28.12,0.65,-2812.65,
2/4/21,Sell to Open,ETSY 02/12/2021 225.00 C,CALL ETSY INC $225 EXP 02/12/21,1,4.98,0.66,497.34,
2/4/21,Buy to Close,ETSY 02/05/2021 210.00 C,CALL ETSY INC $210 EXP 02/05/21,1,10.26,0.65,-1026.65,
2/2/21,Sell to Open,NIO 02/26/2021 57.50 P,PUT N I O INC $57.5 EXP 02/26/21,1,6.25,0.66,624.34,
2/2/21,Buy to Close,SQ 02/05/2021 220.00 C,CALL SQUARE INC $220 EXP 02/05/21,1,9.33,0.65,-933.65,
2/2/21,Sell to Open,SQ 02/12/2021 235.00 C,CALL SQUARE INC $235 EXP 02/12/21,1,5.13,0.66,512.34,
2/2/21,Sell to Open,BCRX 02/19/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 02/19/21,5,1.58,3.32,786.68,
2/2/21,Buy,BCRX,BIOCRYST PHARMACEUTICALS,500,10.43,,-5215,
2/2/21,Buy to Close,SFIX 02/05/2021 105.00 C,CALL STITCH FIX INC $105 EXP 02/05/21,2,0.18,1.33,-37.33,
2/2/21,Sell to Open,SFIX 02/05/2021 85.00 C,CALL STITCH FIX INC $85 EXP 02/05/21,2,1.32,1.34,262.66,
1/29/21,Sell to Open,ABT 02/05/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 02/05/21,1,3.99,0.66,398.34,
1/29/21,Buy to Close,ABT 02/05/2021 117.00 C,CALL ABBOTT LABORATORIES$117 EXP 02/05/21,1,6.48,0.65,-648.65,
1/29/21,Sell to Open,ABT 02/05/2021 120.00 C,CALL ABBOTT LABORATORIES$120 EXP 02/05/21,1,3.99,0.66,398.34,
1/29/21,Buy to Close,ABT 02/05/2021 117.00 C,CALL ABBOTT LABORATORIES$117 EXP 02/05/21,1,6.48,0.65,-648.65,
1/28/21,Margin Interest,,INTEREST 12/30THRU 01/27,,,,-173.6,
1/28/21,Buy to Close,ETSY 01/29/2021 200.00 C,CALL ETSY INC $200 EXP 01/29/21,1,7.85,0.65,-785.65,
1/28/21,Sell to Open,ETSY 02/05/2021 210.00 C,CALL ETSY INC $210 EXP 02/05/21,1,7.05,0.67,704.33,
1/28/21,Buy to Close,SQ 01/29/2021 210.00 C,CALL SQUARE INC $210 EXP 01/29/21,1,8.42,0.65,-842.65,
1/28/21,Sell to Open,SQ 02/05/2021 220.00 C,CALL SQUARE INC $220 EXP 02/05/21,1,6.89,0.67,688.33,
1/28/21,Buy to Close,SFIX 02/05/2021 110.00 C,CALL STITCH FIX INC $110 EXP 02/05/21,2,3.8,1.33,-761.33,
1/28/21,Sell to Open,SFIX 02/05/2021 105.00 C,CALL STITCH FIX INC $105 EXP 02/05/21,2,4.53,1.35,904.65,
1/27/21,Buy to Close,NIO 01/29/2021 60.00 C,CALL N I O INC $60 EXP 01/29/21,4,0.93,2.65,-374.65,
1/27/21,Sell to Open,NIO 02/05/2021 57.00 C,CALL N I O INC $57 EXP 02/05/21,4,4.38,2.69,1749.31,
1/27/21,Buy to Close,NIO 01/29/2021 60.00 C,CALL N I O INC $60 EXP 01/29/21,4,0.93,2.65,-374.65,
1/27/21,Sell to Open,NIO 02/05/2021 57.00 C,CALL N I O INC $57 EXP 02/05/21,4,4.38,2.69,1749.31,
1/27/21,Buy to Close,SQ 01/29/2021 225.00 P,PUT SQUARE INC $225 EXP 01/29/21,1,21.73,0.65,-2173.65,
1/27/21,Sell to Close,SQ 01/29/2021 220.00 P,PUT SQUARE INC $220 EXP 01/29/21,1,16.97,0.69,1696.31,
1/27/21,Sell to Open,SDC 02/05/2021 15.50 C,CALL SMILEDIRECTCLUB INC$15.5 EXP 02/05/21,5,1.12,3.31,556.69,
1/27/21,Buy to Close,SDC 02/05/2021 14.00 C,CALL SMILEDIRECTCLUB INC$14 EXP 02/05/21,5,1.93,3.3,-968.3,
1/27/21,Sell to Open,ABT 02/05/2021 117.00 C,CALL ABBOTT LABORATORIES$117 EXP 02/05/21,2,1.8,1.34,358.66,
1/27/21,Buy to Close,ABT 01/29/2021 113.00 C,CALL ABBOTT LABORATORIES$113 EXP 01/29/21,2,3.74,1.33,-749.33,
1/27/21,Buy to Close,SQ 01/29/2021 220.00 C,CALL SQUARE INC $220 EXP 01/29/21,1,0.7,0.65,-70.65,
1/27/21,Sell to Open,SQ 01/29/2021 210.00 C,CALL SQUARE INC $210 EXP 01/29/21,1,2.51,0.66,250.34,
1/27/21,Sell to Open,ETSY 01/29/2021 200.00 C,CALL ETSY INC $200 EXP 01/29/21,1,3.93,0.66,392.34,
1/27/21,Buy to Close,ETSY 01/29/2021 220.00 C,CALL ETSY INC $220 EXP 01/29/21,1,0.44,0.65,-44.65,
1/27/21,Buy to Close,PYPL 02/26/2021 247.50 C,CALL PAYPAL HOLDINGS INC$247.5 EXP 02/26/21,1,8.19,0.65,-819.65,
1/27/21,Sell to Open,PYPL 03/05/2021 240.00 C,CALL PAYPAL HOLDINGS INC$240 EXP 03/05/21,1,11.67,0.68,1166.32,
1/27/21,Buy to Close,ETSY 01/29/2021 207.50 P,PUT ETSY INC $207.5 EXP 01/29/21,1,11.35,0.65,-1135.65,
1/27/21,Sell to Open,ETSY 02/05/2021 200.00 P,PUT ETSY INC $200 EXP 02/05/21,1,10.4,0.67,1039.33,
1/27/21,Sell to Open,PTON 02/05/2021 155.00 C,CALL PELOTON INTERACTIVE$155 EXP 02/05/21,3,6.48,2.03,1941.97,
1/27/21,Buy to Close,PTON 01/29/2021 162.50 C,CALL PELOTON INTERACTIVE$162.5 EXP 01/29/21,3,0.83,1.99,-250.99,
1/27/21,Buy to Close,PTON 01/29/2021 152.50 P,PUT PELOTON INTERACTIVE $152.5 EXP 01/29/21,1,6.96,0.65,-696.65,
1/27/21,Sell to Open,PTON 02/05/2021 150.00 P,PUT PELOTON INTERACTIVE $150 EXP 02/05/21,1,10.19,0.67,1018.33,
1/27/21,Buy to Close,PTON 01/29/2021 152.50 P,PUT PELOTON INTERACTIVE $152.5 EXP 01/29/21,1,6.95,0.65,-695.65,
1/27/21,Sell to Open,PTON 02/05/2021 150.00 P,PUT PELOTON INTERACTIVE $150 EXP 02/05/21,1,10.18,0.67,1017.33,
1/27/21,Buy to Close,PTON 01/29/2021 152.50 P,PUT PELOTON INTERACTIVE $152.5 EXP 01/29/21,1,6.97,0.65,-697.65,
1/27/21,Sell to Open,PTON 02/05/2021 150.00 P,PUT PELOTON INTERACTIVE $150 EXP 02/05/21,1,10.2,0.67,1019.33,
1/27/21,Sell to Open,SFIX 02/05/2021 110.00 C,CALL STITCH FIX INC $110 EXP 02/05/21,1,5.58,0.66,557.34,
1/27/21,Buy to Close,SFIX 01/29/2021 100.00 C,CALL STITCH FIX INC $100 EXP 01/29/21,1,7.26,0.65,-726.65,
1/27/21,Sell to Open,SFIX 02/05/2021 110.00 C,CALL STITCH FIX INC $110 EXP 02/05/21,1,5.64,0.66,563.34,
1/27/21,Buy to Close,SFIX 01/29/2021 100.00 C,CALL STITCH FIX INC $100 EXP 01/29/21,1,7.2,0.65,-720.65,
1/26/21,Buy to Close,NIO 01/29/2021 63.00 C,CALL N I O INC $63 EXP 01/29/21,2,0.77,1.33,-155.33,
1/26/21,Sell to Open,NIO 01/29/2021 60.00 C,CALL N I O INC $60 EXP 01/29/21,2,1.57,1.34,312.66,
1/26/21,Buy to Close,NIO 01/29/2021 63.00 C,CALL N I O INC $63 EXP 01/29/21,1,0.77,0.65,-77.65,
1/26/21,Sell to Open,NIO 01/29/2021 60.00 C,CALL N I O INC $60 EXP 01/29/21,1,1.57,0.65,156.35,
1/26/21,Buy to Close,NIO 01/29/2021 63.00 C,CALL N I O INC $63 EXP 01/29/21,1,0.77,0.65,-77.65,
1/26/21,Sell to Open,NIO 01/29/2021 60.00 C,CALL N I O INC $60 EXP 01/29/21,1,1.57,0.65,156.35,
1/26/21,Buy to Close,SDC 01/29/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 01/29/21,5,3.7,3.3,-1853.3,
1/26/21,Sell to Open,SDC 02/05/2021 14.00 C,CALL SMILEDIRECTCLUB INC$14 EXP 02/05/21,5,1.45,3.32,721.68,
1/26/21,Sell to Open,TWTR 02/05/2021 50.00 C,CALL TWITTER INC $50 EXP 02/05/21,3,1.99,2,595,
1/26/21,Buy to Close,TWTR 01/29/2021 48.00 C,CALL TWITTER INC $48 EXP 01/29/21,3,2.54,1.99,-763.99,
1/26/21,Buy to Close,SQ 01/29/2021 230.00 C,CALL SQUARE INC $230 EXP 01/29/21,1,0.67,0.65,-67.65,
1/26/21,Sell to Open,SQ 01/29/2021 220.00 C,CALL SQUARE INC $220 EXP 01/29/21,1,1.97,0.65,196.35,
1/26/21,Sell to Open,PYPL 02/26/2021 247.50 C,CALL PAYPAL HOLDINGS INC$247.5 EXP 02/26/21,1,12.53,0.68,1252.32,
1/26/21,Buy to Close,PYPL 02/26/2021 250.00 C,CALL PAYPAL HOLDINGS INC$250 EXP 02/26/21,1,11.5,0.65,-1150.65,
1/26/21,Sell to Open,PTON 01/29/2021 152.50 P,PUT PELOTON INTERACTIVE $152.5 EXP 01/29/21,3,5,2.02,1497.98,
1/26/21,Sell to Open,ETSY 01/29/2021 207.50 P,PUT ETSY INC $207.5 EXP 01/29/21,1,6.35,0.66,634.34,
1/25/21,Sell to Open,SFIX 01/29/2021 100.00 C,CALL STITCH FIX INC $100 EXP 01/29/21,2,3.21,1.34,640.66,
1/25/21,Buy to Open,SFIX 06/18/2021 100.00 C,CALL STITCH FIX INC $100 EXP 06/18/21,2,18.17,1.33,-3635.33,
01/25/2021 as of 01/22/2021,Expired,PTON 01/22/2021 150.00 P,PUT PELOTON INTERACTIVE $150 EXP 01/22/21,3,,,,
1/22/21,Sell to Open,PYPL 02/26/2021 250.00 C,CALL PAYPAL HOLDINGS INC$250 EXP 02/26/21,1,14.97,0.68,1496.32,
1/22/21,Buy to Close,PYPL 02/19/2021 250.00 C,CALL PAYPAL HOLDINGS INC$250 EXP 02/19/21,1,14.05,0.65,-1405.65,
1/22/21,Sell to Open,SQ 01/29/2021 230.00 C,CALL SQUARE INC $230 EXP 01/29/21,1,2.41,0.66,240.34,
1/22/21,Buy to Close,PTON 01/22/2021 162.50 C,CALL PELOTON INTERACTIVE$162.5 EXP 01/22/21,1,0.06,0.65,-6.65,
1/22/21,Sell to Open,PTON 01/29/2021 162.50 C,CALL PELOTON INTERACTIVE$162.5 EXP 01/29/21,1,3.41,0.66,340.34,
1/22/21,Buy to Close,PTON 01/22/2021 162.50 C,CALL PELOTON INTERACTIVE$162.5 EXP 01/22/21,1,0.07,0.65,-7.65,
1/22/21,Buy to Close,PTON 01/22/2021 162.50 C,CALL PELOTON INTERACTIVE$162.5 EXP 01/22/21,1,0.09,0.65,-9.65,
1/22/21,Sell to Open,PTON 01/29/2021 162.50 C,CALL PELOTON INTERACTIVE$162.5 EXP 01/29/21,1,3.41,0.66,340.34,
1/22/21,Sell to Open,PTON 01/29/2021 162.50 C,CALL PELOTON INTERACTIVE$162.5 EXP 01/29/21,1,3.43,0.66,342.34,
1/22/21,Buy to Close,NIO 01/22/2021 63.00 C,CALL N I O INC $63 EXP 01/22/21,4,0.05,0.05,-20.05,
1/22/21,Sell to Open,NIO 01/29/2021 63.00 C,CALL N I O INC $63 EXP 01/29/21,4,1.97,2.67,785.33,
1/22/21,Sell to Open,ETSY 01/29/2021 220.00 C,CALL ETSY INC $220 EXP 01/29/21,1,3.71,0.66,370.34,
1/22/21,Buy to Close,ETSY 01/22/2021 220.00 C,CALL ETSY INC $220 EXP 01/22/21,1,0.05,,-5,
1/22/21,Sell to Open,TWTR 01/29/2021 48.00 C,CALL TWITTER INC $48 EXP 01/29/21,1,1.16,0.65,115.35,
1/22/21,Buy to Close,TWTR 01/22/2021 46.00 C,CALL TWITTER INC $46 EXP 01/22/21,1,1.77,0.65,-177.65,
1/22/21,Sell to Open,TWTR 01/29/2021 48.00 C,CALL TWITTER INC $48 EXP 01/29/21,1,1.16,0.65,115.35,
1/22/21,Buy to Close,TWTR 01/22/2021 46.00 C,CALL TWITTER INC $46 EXP 01/22/21,1,1.77,0.65,-177.65,
1/22/21,Sell to Open,TWTR 01/29/2021 48.00 C,CALL TWITTER INC $48 EXP 01/29/21,1,1.17,0.65,116.35,
1/22/21,Buy to Close,TWTR 01/22/2021 46.00 C,CALL TWITTER INC $46 EXP 01/22/21,1,1.78,0.65,-178.65,
1/22/21,Buy to Close,SDC 01/22/2021 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 01/22/21,5,0.03,0.05,-15.05,
1/22/21,Sell to Open,SDC 01/29/2021 11.00 C,CALL SMILEDIRECTCLUB INC$11 EXP 01/29/21,5,0.38,3.3,186.7,
1/21/21,Sell to Open,PTON 01/22/2021 162.50 C,CALL PELOTON INTERACTIVE$162.5 EXP 01/22/21,3,1.09,2,325,
1/21/21,Buy to Close,NIO 01/22/2021 63.00 C,CALL N I O INC $63 EXP 01/22/21,4,0.05,0.05,-20.05,
1/21/21,Sell to Open,NIO 01/29/2021 60.00 C,CALL N I O INC $60 EXP 01/29/21,4,1.64,2.66,653.34,
1/21/21,Sell to Open,SQ 01/29/2021 225.00 P,PUT SQUARE INC $225 EXP 01/29/21,1,10.08,0.67,1007.33,
1/21/21,Buy to Open,SQ 01/29/2021 220.00 P,PUT SQUARE INC $220 EXP 01/29/21,1,7.13,0.65,-713.65,
1/20/21,Sell to Open,ABT 01/29/2021 113.00 C,CALL ABBOTT LABORATORIES$113 EXP 01/29/21,2,2.2,1.34,438.66,
1/20/21,Buy to Close,ABT 01/22/2021 110.00 C,CALL ABBOTT LABORATORIES$110 EXP 01/22/21,2,3.21,1.33,-643.33,
1/20/21,Sell to Open,BCRX 02/19/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 02/19/21,3,0.75,1.99,223.01,
1/20/21,Buy to Close,BCRX 02/19/2021 9.00 C,CALL BIOCRYST PHARMACEUT$9 EXP 02/19/21,3,1.17,1.99,-352.99,
1/20/21,Sell to Open,BCRX 02/19/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 02/19/21,3,0.75,1.99,223.01,
1/20/21,Buy to Close,BCRX 02/19/2021 9.00 C,CALL BIOCRYST PHARMACEUT$9 EXP 02/19/21,3,1.17,1.99,-352.99,
1/20/21,Sell to Open,BCRX 02/19/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 02/19/21,4,0.75,2.66,297.34,
1/20/21,Buy to Close,BCRX 02/19/2021 9.00 C,CALL BIOCRYST PHARMACEUT$9 EXP 02/19/21,4,1.17,2.65,-470.65,
1/19/21,Sell to Open,PTON 01/22/2021 150.00 P,PUT PELOTON INTERACTIVE $150 EXP 01/22/21,3,4.5,2.02,1347.98,
1/19/21,Sell to Close,PTON 01/22/2021 145.00 P,PUT PELOTON INTERACTIVE $145 EXP 01/22/21,1,2.26,0.65,225.35,
1/19/21,Buy to Close,SQ 01/22/2021 237.50 C,CALL SQUARE INC $237.5 EXP 01/22/21,1,1.37,0.65,-137.65,
1/19/21,Buy to Open,PTON 01/22/2021 145.00 P,PUT PELOTON INTERACTIVE $145 EXP 01/22/21,1,3.85,0.65,-385.65,
1/19/21,Buy to Close,PTON 01/22/2021 170.00 C,CALL PELOTON INTERACTIVE$170 EXP 01/22/21,3,0.31,1.99,-94.99,
1/15/21,Sell to Open,SDC 01/22/2021 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 01/22/21,5,0.31,3.3,151.7,
1/15/21,Buy to Close,SDC 01/15/2021 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 01/15/21,5,0.04,0.05,-20.05,
1/15/21,Buy to Close,BCRX 01/15/2021 8.00 C,CALL BIOCRYST PHARMACEUT$8 EXP 01/15/21,2,0.75,1.33,-151.33,
1/15/21,Sell to Open,BCRX 02/19/2021 9.00 C,CALL BIOCRYST PHARMACEUT$9 EXP 02/19/21,2,1.02,1.33,202.67,
1/15/21,Buy to Close,BCRX 01/15/2021 8.00 C,CALL BIOCRYST PHARMACEUT$8 EXP 01/15/21,2,0.73,1.33,-147.33,
1/15/21,Sell to Open,BCRX 02/19/2021 9.00 C,CALL BIOCRYST PHARMACEUT$9 EXP 02/19/21,2,0.99,1.33,196.67,
1/15/21,Sell to Open,BCRX 02/19/2021 9.00 C,CALL BIOCRYST PHARMACEUT$9 EXP 02/19/21,2,1,1.33,198.67,
1/15/21,Buy to Close,BCRX 01/15/2021 8.00 C,CALL BIOCRYST PHARMACEUT$8 EXP 01/15/21,2,0.72,1.33,-145.33,
1/15/21,Buy to Close,BCRX 01/15/2021 8.00 C,CALL BIOCRYST PHARMACEUT$8 EXP 01/15/21,2,0.75,1.33,-151.33,
1/15/21,Sell to Open,BCRX 02/19/2021 9.00 C,CALL BIOCRYST PHARMACEUT$9 EXP 02/19/21,2,1.02,1.33,202.67,
1/15/21,Buy to Close,BCRX 01/15/2021 8.00 C,CALL BIOCRYST PHARMACEUT$8 EXP 01/15/21,2,0.72,1.33,-145.33,
1/15/21,Sell to Open,BCRX 02/19/2021 9.00 C,CALL BIOCRYST PHARMACEUT$9 EXP 02/19/21,2,0.99,1.33,196.67,
1/15/21,Sell to Open,TWTR 01/22/2021 46.00 C,CALL TWITTER INC $46 EXP 01/22/21,3,1.11,2,331,
1/15/21,Buy to Close,TWTR 01/15/2021 48.00 C,CALL TWITTER INC $48 EXP 01/15/21,3,0.01,0.04,-3.04,
1/15/21,Sell to Open,SQ 01/22/2021 237.50 C,CALL SQUARE INC $237.5 EXP 01/22/21,1,3.4,0.66,339.34,
1/15/21,Buy to Close,SQ 01/15/2021 245.00 C,CALL SQUARE INC $245 EXP 01/15/21,1,0.05,,-5,
1/15/21,Sell to Open,PYPL 02/19/2021 250.00 C,CALL PAYPAL HOLDINGS INC$250 EXP 02/19/21,1,8.53,0.67,852.33,
1/15/21,Buy to Close,PYPL 02/12/2021 255.00 C,CALL PAYPAL HOLDINGS INC$255 EXP 02/12/21,1,6.25,0.65,-625.65,
1/15/21,Buy to Close,ATEC 01/15/2021 15.00 C,CALL ALPHATEC HOLDINGS $15 EXP 01/15/21,1,0.03,,-3,
1/15/21,Sell to Open,ATEC 02/19/2021 15.00 C,CALL ALPHATEC HOLDINGS $15 EXP 02/19/21,1,0.93,0.65,92.35,
1/15/21,Sell to Open,ABT 01/22/2021 110.00 C,CALL ABBOTT LABORATORIES$110 EXP 01/22/21,2,1.49,1.34,296.66,
1/15/21,Buy to Close,ABT 01/15/2021 113.00 C,CALL ABBOTT LABORATORIES$113 EXP 01/15/21,2,0.02,0.03,-4.03,
1/14/21,Sell to Open,ETSY 01/22/2021 220.00 C,CALL ETSY INC $220 EXP 01/22/21,1,4.8,0.66,479.34,
1/14/21,Buy to Close,ETSY 01/15/2021 180.00 C,CALL ETSY INC $180 EXP 01/15/21,1,32.7,0.65,-3270.65,
1/14/21,Sell to Open,PTON 01/22/2021 170.00 C,CALL PELOTON INTERACTIVE$170 EXP 01/22/21,2,7.37,1.36,1472.64,
1/14/21,Buy to Close,PTON 01/15/2021 152.50 C,CALL PELOTON INTERACTIVE$152.5 EXP 01/15/21,2,17.7,1.33,-3541.33,
1/14/21,Sell to Open,PTON 01/22/2021 170.00 C,CALL PELOTON INTERACTIVE$170 EXP 01/22/21,1,7.37,0.67,736.33,
1/14/21,Buy to Close,PTON 01/15/2021 152.50 C,CALL PELOTON INTERACTIVE$152.5 EXP 01/15/21,1,17.7,0.65,-1770.65,
1/14/21,Sell to Open,PYPL 02/12/2021 255.00 C,CALL PAYPAL HOLDINGS INC$255 EXP 02/12/21,1,10.38,0.67,1037.33,
1/14/21,Buy to Close,PYPL 01/15/2021 240.00 C,CALL PAYPAL HOLDINGS INC$240 EXP 01/15/21,1,8.7,0.65,-870.65,
1/14/21,Buy to Close,NIO 01/15/2021 66.00 C,CALL N I O INC $66 EXP 01/15/21,2,0.26,1.33,-53.33,
1/14/21,Sell to Open,NIO 01/22/2021 63.00 C,CALL N I O INC $63 EXP 01/22/21,2,2.75,1.34,548.66,
1/14/21,Buy to Close,NIO 01/15/2021 66.00 C,CALL N I O INC $66 EXP 01/15/21,1,0.26,0.65,-26.65,
1/14/21,Sell to Open,NIO 01/22/2021 63.00 C,CALL N I O INC $63 EXP 01/22/21,1,2.77,0.66,276.34,
1/14/21,Buy to Close,NIO 01/15/2021 66.00 C,CALL N I O INC $66 EXP 01/15/21,2,0.26,1.33,-53.33,
1/14/21,Buy to Close,NIO 01/15/2021 66.00 C,CALL N I O INC $66 EXP 01/15/21,2,0.27,1.33,-55.33,
1/14/21,Sell to Open,NIO 01/22/2021 63.00 C,CALL N I O INC $63 EXP 01/22/21,1,2.75,0.66,274.34,
1/14/21,Buy to Close,NIO 01/15/2021 66.00 C,CALL N I O INC $66 EXP 01/15/21,1,0.28,0.65,-28.65,
1/14/21,Sell to Open,NIO 01/22/2021 63.00 C,CALL N I O INC $63 EXP 01/22/21,2,2.75,1.34,548.66,
1/14/21,Sell to Open,NIO 01/22/2021 63.00 C,CALL N I O INC $63 EXP 01/22/21,2,2.76,1.34,550.66,
1/11/21,Buy to Close,TWTR 01/15/2021 53.00 C,CALL TWITTER INC $53 EXP 01/15/21,1,0.2,0.65,-20.65,
1/11/21,Sell to Open,TWTR 01/15/2021 48.00 C,CALL TWITTER INC $48 EXP 01/15/21,1,1.43,0.65,142.35,
1/11/21,Buy to Close,TWTR 01/15/2021 53.00 C,CALL TWITTER INC $53 EXP 01/15/21,1,0.2,0.65,-20.65,
1/11/21,Sell to Open,TWTR 01/15/2021 48.00 C,CALL TWITTER INC $48 EXP 01/15/21,1,1.43,0.65,142.35,
1/11/21,Buy to Close,TWTR 01/15/2021 53.00 C,CALL TWITTER INC $53 EXP 01/15/21,1,0.2,0.65,-20.65,
1/11/21,Sell to Open,TWTR 01/15/2021 48.00 C,CALL TWITTER INC $48 EXP 01/15/21,1,1.43,0.65,142.35,
